Name,MODEL,Classification,SPAN,AILERON_BIAS,AoA_CL_Max,OFFSET,CONTROL_CHANNEL_FLAPS,CL_Max,CL_Max_CD0_Min,LASTTWO,CHORD,TUBE_OFFSET,CL_LD_Max,SERVO_WIDTH,AoA_L0,dCl_dAoA_Slope,CONTROL_CHANNEL_AILERONS,DIAMETER,LD_Max,SERVO_LENGTH,CD0_Min,CD_Min,CM0,FLAP_BIAS,surface_area,density,coordIxx,coordIxy,coordIxz,coordIyx,coordIyy,coordIyz,coordIzx,coordIzy,coordIzz,cgIxx,cgIxy,cgIxz,cgIyx,cgIyy,cgIyz,cgIzx,cgIzy,cgIzz,CREO_CHORD,CREO_SPAN,CREO_LASTTWO,CREO_DIAMETER,CREO_OFFSET,CREO_SERVO_LENGTH,CREO_SERVO_WIDTH,CREO_TUBE_OFFSET
left_NACA_6509,NACA_6509,Wing,1016.0,-0.5,15.0,50.0,6,1.71,171.0,9.0,304.8,50.0,0.43,32.8,-6.3,0.103,7,10.16,21.0,25.7,0.01,0.0119,-0.158,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
left_NACA_6415,NACA_6415,Wing,1016.0,-0.5,17.0,50.0,6,1.59,133.0,15.0,304.8,50.0,0.45,32.8,-5.7,0.099,7,10.16,19.2,25.7,0.012,0.0127,-0.125,0.5,345078.65376393555,2.76799e-08,13176.359532229613,-5921.906008050725,-1.012459720004875,-5921.906008050725,4472.433594519339,-2.3641067120813797,-1.012459720004875,-2.3641067120813797,17608.78532438417,3315.5814727197035,2.590108280415734,-0.0977438544891881,2.590108280415734,912.9114984751573,-0.8416464479105459,-0.0977438544891881,-0.8416464479105459,4188.485638952275,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2509,NACA_2509,Wing,1016.0,-0.5,13.0,50.0,6,1.38,170.0,9.0,304.8,50.0,0.37,32.8,-2.0,0.102,7,10.16,22.9,25.7,0.0081,0.0083,-0.052,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2509,NACA_2509,Wing,1016.0,0.5,13.0,50.0,6,1.38,170.0,9.0,304.8,50.0,0.37,32.8,-2.0,0.102,7,10.16,22.9,25.7,0.0081,0.0083,-0.052,0.5,329137.68680601526,2.76799e-08,7898.134558333412,3553.1437058306183,-0.364485380551417,3553.1437058306183,2675.7787125490518,0.8510782486608897,-0.364485380551417,0.8510782486608897,10565.271585199476,1981.6676402018086,-1.5540127984208993,-0.03518772895972727,-1.5540127984208993,540.0655488470181,0.3029926449453155,-0.03518772895972727,0.3029926449453155,2513.0916049121975,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
right_NACA_0021,NACA_0021,Wing,1016.0,0.5,17.0,50.0,6,1.38,115.0,21.0,304.8,50.0,0.44,32.8,-0.1,0.094,7,10.16,18.5,25.7,0.012,0.012,-0.001,0.5,362560.88603583944,2.76799e-08,18473.787265951385,8290.667852413502,-1.9844211267061032,8290.667852413502,6288.291779813867,4.6336495615012225,-1.9844211267061032,4.6336495615012225,24652.297643738184,4668.698583051917,-3.626033186659697,-0.19157794102189896,-3.626033186659697,1304.9610124716683,1.649627249550826,-0.19157794102189896,1.6496272495508264,5863.879483512071,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6512,NACA_6512,Wing,1016.0,0.5,17.0,50.0,6,1.75,165.0,12.0,304.8,50.0,0.42,32.8,-6.2,0.101,7,10.16,20.6,25.7,0.0106,0.0119,-0.159,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_0025,NACA_0025,Wing,1016.0,0.5,16.0,50.0,6,1.2,84.0,25.0,304.8,50.0,0.47,32.8,0.0,0.089,7,10.16,16.5,25.7,0.0143,0.0143,-0.003,0.5,374906.61281186395,2.76799e-08,22019.867349040007,9869.842267319587,-2.8123876801321273,9869.842267319587,7513.325885048818,6.566962475965272,-2.8123876801321273,6.566962475965272,29347.97194903453,5585.238332676409,-4.316705328348689,-0.27151052792556163,-4.316705328348689,1580.7891870182098,2.3379065408477633,-0.27151052792556163,2.3379065408477633,6980.808411131836,304.8,1016.0,25.0,10.16,50.0,25.7,32.8,50.0
left_NACA_0009,NACA_0009,Wing,1016.0,-0.5,14.0,50.0,6,1.27,172.0,9.0,304.8,50.0,0.36,32.8,0.0,0.101,7,10.16,22.9,25.7,0.0074,0.0074,-0.003,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2515,NACA_2515,Wing,1016.0,0.5,16.0,50.0,6,1.53,148.0,15.0,304.8,50.0,0.41,32.8,-2.0,0.099,7,10.16,20.4,25.7,0.0103,0.0104,-0.049,0.5,345078.65376393555,2.76799e-08,13176.359499689484,5921.905949164493,-1.012459719574755,5921.905949164493,4472.4335088157,2.3641067118604586,-1.012459719574755,2.3641067118604586,17608.785206196586,3315.581525985176,-2.5900237712894523,-0.09774387258830652,-2.5900237712894523,912.9115541055611,0.8416464549285039,-0.09774387258830652,0.8416464549285039,4188.485747904331,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
right_NACA_0006,NACA_0006,Wing,1016.0,0.5,13.0,50.0,6,0.88,135.0,6.0,304.8,50.0,0.31,32.8,-0.1,0.102,7,10.16,23.8,25.7,0.0065,0.0065,-0.002,0.5,321900.0607698336,2.76799e-08,5263.822792879338,2368.7624952817964,-0.16199359496257243,2368.7624952817964,1782.2521822741019,0.3782571006340878,-0.16199359496257243,0.3782571006340878,7043.51447566054,1319.5114915919708,-1.0360085719312337,-0.015638925704459128,-1.0360085719312337,358.44341043804945,0.13466323693198143,-0.015638925704459128,0.13466323693198143,1675.3944326249948,304.8,1016.0,6.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4312,NACA_4312,Wing,1016.0,-0.5,16.0,50.0,6,1.63,172.0,12.0,304.8,50.0,0.4,32.8,-3.9,0.1,7,10.16,21.7,25.7,0.0095,0.01,-0.075,0.5,336888.9861457566,2.76799e-08,10535.326786310197,-4737.5249162926575,-0.6479739975586274,-4737.5249162926575,3572.1858360362307,-1.5130279638406123,-0.6479739975586274,-1.5130279638406123,14087.028627000105,2646.7042263172134,2.072084903198629,-0.06255595100315658,2.072084903198629,724.5681619711559,-0.5386535734729262,-0.06255595100315658,-0.5386535734729262,3350.788633644517,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4312,NACA_4312,Wing,1016.0,0.5,16.0,50.0,6,1.63,172.0,12.0,304.8,50.0,0.4,32.8,-3.9,0.1,7,10.16,21.7,25.7,0.0095,0.01,-0.075,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2518,NACA_2518,Wing,1016.0,-0.5,16.0,50.0,6,1.48,132.0,18.0,304.8,50.0,0.42,32.8,-2.0,0.096,7,10.16,19.1,25.7,0.0112,0.0113,-0.047,0.5,353650.6224348092,2.76799e-08,15822.19307256614,-7106.287050372183,-1.4579419800095357,-7106.287050372183,5377.482247564129,-3.404313669681061,-1.4579419800095357,-3.404313669681061,21130.5418395076,3989.259541681135,3.1081301916519806,-0.14075113618556334,3.1081301916519806,1106.0557037692192,-1.211970893456411,-0.14075113618556334,-1.211970893456411,5026.182577198854,304.8,1016.0,18.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2506,NACA_2506,Wing,1016.0,0.5,15.0,50.0,6,1.03,141.0,6.0,304.8,50.0,0.36,32.8,-2.0,0.103,7,10.16,24.2,25.7,0.0073,0.0076,-0.048,0.5,321900.0607698336,2.76799e-08,5263.822792879338,2368.7624952817964,-0.16199359496257243,2368.7624952817964,1782.2521822741019,0.3782571006340878,-0.16199359496257243,0.3782571006340878,7043.51447566054,1319.5114915919708,-1.0360085719312337,-0.015638925704459128,-1.0360085719312337,358.44341043804945,0.13466323693198143,-0.015638925704459128,0.13466323693198143,1675.3944326249948,304.8,1016.0,6.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6321,NACA_6321,Wing,1016.0,0.5,17.0,50.0,6,1.37,95.0,21.0,304.8,50.0,0.47,32.8,-5.2,0.096,7,10.16,17.0,25.7,0.0144,0.0145,-0.09,0.5,362560.88603583944,2.76799e-08,18473.787265951385,8290.667852413502,-1.9844211267061032,8290.667852413502,6288.291779813867,4.6336495615012225,-1.9844211267061032,4.6336495615012225,24652.297643738184,4668.698583051917,-3.626033186659697,-0.19157794102189896,-3.626033186659697,1304.9610124716683,1.649627249550826,-0.19157794102189896,1.6496272495508264,5863.879483512071,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
left_NACA_6409,NACA_6409,Wing,1016.0,-0.5,15.0,50.0,6,1.68,179.0,9.0,304.8,50.0,0.42,32.8,-5.9,0.101,7,10.16,21.6,25.7,0.0094,0.0113,-0.133,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
left_NACA_6315,NACA_6315,Wing,1016.0,-0.5,13.0,50.0,6,1.55,129.0,15.0,304.8,50.0,0.45,32.8,-5.4,0.101,7,10.16,19.3,25.7,0.012,0.0125,-0.105,0.5,345078.65376393555,2.76799e-08,13176.359532229613,-5921.906008050725,-1.012459720004875,-5921.906008050725,4472.433594519339,-2.3641067120813797,-1.012459720004875,-2.3641067120813797,17608.78532438417,3315.5814727197035,2.590108280415734,-0.0977438544891881,2.590108280415734,912.9114984751573,-0.8416464479105459,-0.0977438544891881,-0.8416464479105459,4188.485638952275,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4518,NACA_4518,Wing,1016.0,-0.5,17.0,50.0,6,1.54,123.0,18.0,304.8,50.0,0.43,32.8,-3.9,0.096,7,10.16,18.4,25.7,0.0125,0.0126,-0.094,0.5,353650.6224348092,2.76799e-08,15822.19307256614,-7106.287050372183,-1.4579419800095357,-7106.287050372183,5377.482247564129,-3.404313669681061,-1.4579419800095357,-3.404313669681061,21130.5418395076,3989.259541681135,3.1081301916519806,-0.14075113618556334,3.1081301916519806,1106.0557037692192,-1.211970893456411,-0.14075113618556334,-1.211970893456411,5026.182577198854,304.8,1016.0,18.0,10.16,50.0,25.7,32.8,50.0
left_NACA_6321,NACA_6321,Wing,1016.0,-0.5,17.0,50.0,6,1.37,95.0,21.0,304.8,50.0,0.47,32.8,-5.2,0.096,7,10.16,17.0,25.7,0.0144,0.0145,-0.09,0.5,362560.88603583944,2.76799e-08,18473.78731113078,-8290.667934504232,-1.98442112670564,-8290.667934504232,6288.291899492242,-4.633649561501075,-1.98442112670564,-4.633649561501075,24652.29780847428,4668.698507606047,3.626151824979388,-0.19157790601885694,3.626151824979388,1304.9609344913279,-1.6496272374344088,-0.19157790601885694,-1.6496272374344088,5863.879329964187,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2312,NACA_2312,Wing,1016.0,0.5,16.0,50.0,6,1.61,181.0,12.0,304.8,50.0,0.39,32.8,-1.9,0.101,7,10.16,22.1,25.7,0.0089,0.009,-0.038,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4506,NACA_4506,Wing,1016.0,0.5,13.0,50.0,6,1.15,132.0,6.0,304.8,50.0,0.4,32.8,-4.3,0.104,7,10.16,22.7,25.7,0.0087,0.0098,-0.109,0.5,321900.0607698336,2.76799e-08,5263.822792879338,2368.7624952817964,-0.16199359496257243,2368.7624952817964,1782.2521822741019,0.3782571006340878,-0.16199359496257243,0.3782571006340878,7043.51447566054,1319.5114915919708,-1.0360085719312337,-0.015638925704459128,-1.0360085719312337,358.44341043804945,0.13466323693198143,-0.015638925704459128,0.13466323693198143,1675.3944326249948,304.8,1016.0,6.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4415,NACA_4415,Wing,1016.0,-0.5,15.0,50.0,6,1.57,150.0,15.0,304.8,50.0,0.42,32.8,-3.8,0.101,7,10.16,20.5,25.7,0.0105,0.0108,-0.083,0.5,345078.65376393555,2.76799e-08,13176.359532229613,-5921.906008050725,-1.012459720004875,-5921.906008050725,4472.433594519339,-2.3641067120813797,-1.012459720004875,-2.3641067120813797,17608.78532438417,3315.5814727197035,2.590108280415734,-0.0977438544891881,2.590108280415734,912.9114984751573,-0.8416464479105459,-0.0977438544891881,-0.8416464479105459,4188.485638952275,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2512,NACA_2512,Wing,1016.0,0.5,17.0,50.0,6,1.62,184.0,12.0,304.8,50.0,0.39,32.8,-2.1,0.102,7,10.16,22.3,25.7,0.0088,0.0091,-0.054,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
left_NACA_6312,NACA_6312,Wing,1016.0,-0.5,14.0,50.0,6,1.66,163.0,12.0,304.8,50.0,0.44,32.8,-5.5,0.101,7,10.16,20.9,25.7,0.0102,0.0115,-0.11,0.5,336888.9861457566,2.76799e-08,10535.326786310197,-4737.5249162926575,-0.6479739975586274,-4737.5249162926575,3572.1858360362307,-1.5130279638406123,-0.6479739975586274,-1.5130279638406123,14087.028627000105,2646.7042263172134,2.072084903198629,-0.06255595100315658,2.072084903198629,724.5681619711559,-0.5386535734729262,-0.06255595100315658,-0.5386535734729262,3350.788633644517,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6315,NACA_6315,Wing,1016.0,0.5,13.0,50.0,6,1.55,129.0,15.0,304.8,50.0,0.45,32.8,-5.4,0.101,7,10.16,19.3,25.7,0.012,0.0125,-0.105,0.5,345078.65376393555,2.76799e-08,13176.359499689484,5921.905949164493,-1.012459719574755,5921.905949164493,4472.4335088157,2.3641067118604586,-1.012459719574755,2.3641067118604586,17608.785206196586,3315.581525985176,-2.5900237712894523,-0.09774387258830652,-2.5900237712894523,912.9115541055611,0.8416464549285039,-0.09774387258830652,0.8416464549285039,4188.485747904331,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2309,NACA_2309,Wing,1016.0,-0.5,15.0,50.0,6,1.51,182.0,9.0,304.8,50.0,0.39,32.8,-2.0,0.103,7,10.16,22.9,25.7,0.0083,0.0085,-0.036,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2412,NACA_2412,Wing,1016.0,-0.5,17.0,50.0,6,1.62,190.0,12.0,304.8,50.0,0.39,32.8,-1.8,0.101,7,10.16,22.5,25.7,0.0085,0.0087,-0.044,0.5,336888.9861457566,2.76799e-08,10535.326786310197,-4737.5249162926575,-0.6479739975586274,-4737.5249162926575,3572.1858360362307,-1.5130279638406123,-0.6479739975586274,-1.5130279638406123,14087.028627000105,2646.7042263172134,2.072084903198629,-0.06255595100315658,2.072084903198629,724.5681619711559,-0.5386535734729262,-0.06255595100315658,-0.5386535734729262,3350.788633644517,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4521,NACA_4521,Wing,1016.0,0.5,19.0,50.0,6,1.46,106.0,21.0,304.8,50.0,0.45,32.8,-3.4,0.095,7,10.16,17.2,25.7,0.0138,0.0138,-0.082,0.5,362560.88603583944,2.76799e-08,18473.787265951385,8290.667852413502,-1.9844211267061032,8290.667852413502,6288.291779813867,4.6336495615012225,-1.9844211267061032,4.6336495615012225,24652.297643738184,4668.698583051917,-3.626033186659697,-0.19157794102189896,-3.626033186659697,1304.9610124716683,1.649627249550826,-0.19157794102189896,1.6496272495508264,5863.879483512071,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6421,NACA_6421,Wing,1016.0,0.5,18.0,50.0,6,1.41,97.0,21.0,304.8,50.0,0.46,32.8,-5.2,0.096,7,10.16,16.9,25.7,0.0146,0.0148,-0.11,0.5,362560.88603583944,2.76799e-08,18473.787265951385,8290.667852413502,-1.9844211267061032,8290.667852413502,6288.291779813867,4.6336495615012225,-1.9844211267061032,4.6336495615012225,24652.297643738184,4668.698583051917,-3.626033186659697,-0.19157794102189896,-3.626033186659697,1304.9610124716683,1.649627249550826,-0.19157794102189896,1.6496272495508264,5863.879483512071,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2415,NACA_2415,Wing,1016.0,-0.5,16.0,50.0,6,1.55,156.0,15.0,304.8,50.0,0.4,32.8,-1.7,0.101,7,10.16,20.8,25.7,0.0099,0.01,-0.04,0.5,345078.65376393555,2.76799e-08,13176.359532229613,-5921.906008050725,-1.012459720004875,-5921.906008050725,4472.433594519339,-2.3641067120813797,-1.012459720004875,-2.3641067120813797,17608.78532438417,3315.5814727197035,2.590108280415734,-0.0977438544891881,2.590108280415734,912.9114984751573,-0.8416464479105459,-0.0977438544891881,-0.8416464479105459,4188.485638952275,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4409,NACA_4409,Wing,1016.0,-0.5,15.0,50.0,6,1.6,186.0,9.0,304.8,50.0,0.4,32.8,-3.6,0.103,7,10.16,22.9,25.7,0.0086,0.0092,-0.086,0.5,329137.6868060152,2.76799e-08,7898.13457785144,-3553.143741166426,-0.3644853807051135,-3553.143741166426,2675.778763964213,-0.851078248737857,-0.3644853807051135,-0.851078248737857,10565.271656120463,1981.667608241635,1.5540635002421368,-0.03518772244589918,1.5540635002421368,540.0655154593949,-0.3029926424218219,-0.03518772244589918,-0.3029926424218219,2513.091539552198,304.8,1016.0,9.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6515,NACA_6515,Wing,1016.0,0.5,18.0,50.0,6,1.67,132.0,15.0,304.8,50.0,0.44,32.8,-6.0,0.099,7,10.16,18.7,25.7,0.0127,0.0134,-0.15,0.5,345078.65376393555,2.76799e-08,13176.359499689484,5921.905949164493,-1.012459719574755,5921.905949164493,4472.4335088157,2.3641067118604586,-1.012459719574755,2.3641067118604586,17608.785206196586,3315.581525985176,-2.5900237712894523,-0.09774387258830652,-2.5900237712894523,912.9115541055611,0.8416464549285039,-0.09774387258830652,0.8416464549285039,4188.485747904331,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4212,NACA_4212,Wing,1016.0,0.5,16.0,50.0,6,1.71,186.0,12.0,304.8,50.0,0.4,32.8,-3.4,0.102,7,10.16,22.1,25.7,0.0092,0.01,-0.059,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4406,NACA_4406,Wing,1016.0,-0.5,10.0,50.0,6,1.23,162.0,6.0,304.8,50.0,0.38,32.8,-3.9,0.104,7,10.16,24.2,25.7,0.0076,0.0089,-0.087,0.5,321900.0607698336,2.76799e-08,5263.822805551571,-2368.7625185585675,-0.16199358589885876,-2368.7625185585675,1782.2522163020687,-0.3782570898733411,-0.16199358589885876,-0.3782570898733411,7043.514522359168,1319.5114695872007,1.0360426486076904,-0.015638928887285186,1.0360426486076904,358.4433880661092,-0.1346632503082952,-0.015638928887285186,-0.1346632503082952,1675.3943882467058,304.8,1016.0,6.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4315,NACA_4315,Wing,1016.0,-0.5,15.0,50.0,6,1.56,146.0,15.0,304.8,50.0,0.42,32.8,-3.6,0.103,7,10.16,20.2,25.7,0.0107,0.0108,-0.068,0.5,345078.65376393555,2.76799e-08,13176.359532229613,-5921.906008050725,-1.012459720004875,-5921.906008050725,4472.433594519339,-2.3641067120813797,-1.012459720004875,-2.3641067120813797,17608.78532438417,3315.5814727197035,2.590108280415734,-0.0977438544891881,2.590108280415734,912.9114984751573,-0.8416464479105459,-0.0977438544891881,-0.8416464479105459,4188.485638952275,304.8,1016.0,15.0,10.16,50.0,25.7,32.8,50.0
right_NACA_2712,NACA_2712,Wing,1016.0,0.5,17.0,50.0,6,1.68,187.0,12.0,304.8,50.0,0.38,32.8,-2.6,0.1,7,10.16,22.0,25.7,0.009,0.0093,-0.075,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4418,NACA_4418,Wing,1016.0,-0.5,17.0,50.0,6,1.47,127.0,18.0,304.8,50.0,0.43,32.8,-3.7,0.096,7,10.16,19.2,25.7,0.0116,0.012,-0.078,0.5,353650.6224348092,2.76799e-08,15822.19307256614,-7106.287050372183,-1.4579419800095357,-7106.287050372183,5377.482247564129,-3.404313669681061,-1.4579419800095357,-3.404313669681061,21130.5418395076,3989.259541681135,3.1081301916519806,-0.14075113618556334,3.1081301916519806,1106.0557037692192,-1.211970893456411,-0.14075113618556334,-1.211970893456411,5026.182577198854,304.8,1016.0,18.0,10.16,50.0,25.7,32.8,50.0
left_NACA_4421,NACA_4421,Wing,1016.0,-0.5,19.0,50.0,6,1.37,104.0,21.0,304.8,50.0,0.44,32.8,-3.4,0.093,7,10.16,17.7,25.7,0.0132,0.0133,-0.071,0.5,362560.88603583944,2.76799e-08,18473.78731113078,-8290.667934504232,-1.98442112670564,-8290.667934504232,6288.291899492242,-4.633649561501075,-1.98442112670564,-4.633649561501075,24652.29780847428,4668.698507606047,3.626151824979388,-0.19157790601885694,3.626151824979388,1304.9609344913279,-1.6496272374344088,-0.19157790601885694,-1.6496272374344088,5863.879329964187,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
right_NACA_6306,NACA_6306,Wing,1016.0,0.5,12.0,50.0,6,1.54,167.0,6.0,304.8,50.0,0.42,32.8,5.2,0.105,7,10.16,21.6,25.7,0.0092,0.0177,-0.109,0.5,321900.0607698336,2.76799e-08,5263.822792879338,2368.7624952817964,-0.16199359496257243,2368.7624952817964,1782.2521822741019,0.3782571006340878,-0.16199359496257243,0.3782571006340878,7043.51447566054,1319.5114915919708,-1.0360085719312337,-0.015638925704459128,-1.0360085719312337,358.44341043804945,0.13466323693198143,-0.015638925704459128,0.13466323693198143,1675.3944326249948,304.8,1016.0,6.0,10.16,50.0,25.7,32.8,50.0
left_NACA_2212,NACA_2212,Wing,1016.0,-0.5,16.0,50.0,6,1.6,184.0,12.0,304.8,50.0,0.4,32.8,-1.8,0.103,7,10.16,22.4,25.7,0.0087,0.0088,-0.029,0.5,336888.9861457566,2.76799e-08,10535.326786310197,-4737.5249162926575,-0.6479739975586274,-4737.5249162926575,3572.1858360362307,-1.5130279638406123,-0.6479739975586274,-1.5130279638406123,14087.028627000105,2646.7042263172134,2.072084903198629,-0.06255595100315658,2.072084903198629,724.5681619711559,-0.5386535734729262,-0.06255595100315658,-0.5386535734729262,3350.788633644517,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4421,NACA_4421,Wing,1016.0,0.5,19.0,50.0,6,1.37,104.0,21.0,304.8,50.0,0.44,32.8,-3.4,0.093,7,10.16,17.7,25.7,0.0132,0.0133,-0.071,0.5,362560.88603583944,2.76799e-08,18473.787265951385,8290.667852413502,-1.9844211267061032,8290.667852413502,6288.291779813867,4.6336495615012225,-1.9844211267061032,4.6336495615012225,24652.297643738184,4668.698583051917,-3.626033186659697,-0.19157794102189896,-3.626033186659697,1304.9610124716683,1.649627249550826,-0.19157794102189896,1.6496272495508264,5863.879483512071,304.8,1016.0,21.0,10.16,50.0,25.7,32.8,50.0
right_NACA_4712,NACA_4712,Wing,1016.0,0.5,18.0,50.0,6,1.82,175.0,12.0,304.8,50.0,0.41,32.8,-5.0,0.097,7,10.16,20.7,25.7,0.0104,0.011,-0.143,0.5,336888.98614575673,2.76799e-08,10535.326760514363,4737.52486938158,-0.6479739975587823,4737.52486938158,3572.1857676700597,1.513027963840647,-0.6479739975587823,1.513027963840647,14087.028532860866,2646.7042694472225,-2.072017111898276,-0.06255596243234762,-2.072017111898276,724.5682065539365,0.5386535774283024,-0.06255596243234762,0.5386535774283023,3350.7887213800723,304.8,1016.0,12.0,10.16,50.0,25.7,32.8,50.0
