Name,MODEL,Classification,HUB_THICKNESS,DIAMETER,Direction,Performance_File,SHAFT_DIAMETER,PITCH,WEIGHT,surface_area,density,coordIxx,coordIxy,coordIxz,coordIyx,coordIyy,coordIyz,coordIzx,coordIzy,coordIzz,cgIxx,cgIxy,cgIxz,cgIyx,cgIyy,cgIyz,cgIzx,cgIzy,cgIzz,CREO_DESCRIPTION,CREO_MODELED_BY,CREO_DIAMETER,CREO_PITCH,CREO_HUB_THICKNESS,CREO_SHAFT_DIAMETER,CREO_WEIGHT,CREO_PROP_OFFSET,CREO_PTC_MATERIAL_NAME
apc_propellers_10x4,apc_propellers_10x4,Propeller,11.94,254.0,1.0,PER3_10x4.dat,6.35,101.6,0.03007,111044.04633411595,5.357301846007732e-08,132.23311321129262,0.0,0.0,0.0,132.23312147978018,0.0,0.0,0.0,261.3876320791451,131.16139134829263,0.0,0.0,0.0,131.1613996167802,0.0,0.0,0.0,261.3876320791451,,,254.0,101.6,11.94,6.35,0.03007,0.0,AIR_STP_TABLE
apc_propellers_10x4_7SFP,apc_propellers_10x4_7SFP,Propeller,7.37,254.0,-1.0,PER3_10x47SF.dat,6.35,119.38,0.01193,107306.18096567113,1.9731055636558883e-08,29.844677134754463,0.0,0.0,0.0,29.844679014475695,0.0,0.0,0.0,59.42270262900179,29.68267698050446,0.0,0.0,0.0,29.682678860225693,0.0,0.0,0.0,59.42270262900179,,,254.0,119.38,7.37,6.35,0.01193,0.0,AIR_STP_TABLE
apc_propellers_7x4E,apc_propellers_7x4E,Propeller,8.38,177.8,1.0,PER3_7x4E.dat,6.35,101.6,0.007980000000000001,54442.028043056365,2.1382063146715112e-08,8.89402562271684,0.0,0.0,0.0,8.894026174880436,0.0,0.0,0.0,17.580039266449134,8.75392794471684,0.0,0.0,0.0,8.753928496880436,0.0,0.0,0.0,17.580039266449134,,,177.8,101.6,8.38,6.35,0.007980000000000001,0.0,AIR_STP_TABLE
apc_propellers_8_75x9_25NN,apc_propellers_8_75x9_25NN,Propeller,14.48,222.25,1.0,PER3_875x925NN.dat,6.35,234.95,0.02495,87925.31810915908,1.2006804444732206e-07,212.93501066212067,0.0,0.0,0.0,212.93502381484436,0.0,0.0,0.0,416.4498238436066,211.62719154212067,0.0,0.0,0.0,211.62720469484435,0.0,0.0,0.0,416.4498238436066,,,222.25,234.95,14.48,6.35,0.02495,0.0,AIR_STP_TABLE
apc_propellers_17x8N,apc_propellers_17x8N,Propeller,17.02,431.8,1.0,PER3_17x8N.dat,7.94,203.2,0.09412000000000001,316290.75115143845,1.6768515122921442e-07,4910.629217398663,0.0,0.0,0.0,4910.629526011419,0.0,0.0,0.0,9740.57420806023,4903.813037586663,0.0,0.0,0.0,4903.813346199419,0.0,0.0,0.0,9740.57420806023,,,431.8,203.2,17.02,7.94,0.09412000000000001,0.0,AIR_STP_TABLE
apc_propellers_8x4_5MRP,apc_propellers_8x4_5MRP,Propeller,8.38,203.2,-1.0,PER3_8x45MR.dat,6.35,114.3,0.00907,70311.94669548319,3.6403190140188045e-09,2.576116636605924,0.0,0.0,0.0,2.576116797601088,0.0,0.0,0.0,5.105964104654301,2.416882809605924,0.0,0.0,0.0,2.416882970601088,0.0,0.0,0.0,5.105964104654301,,,203.2,114.3,8.38,6.35,0.00907,0.0,AIR_STP_TABLE
apc_propellers_7x10,apc_propellers_7x10,Propeller,10.41,177.8,1.0,PER3_7x10.dat,4.76,254.0,0.01306,55592.18097857848,4.810455402133405e-08,25.01475916223313,0.0,0.0,0.0,25.014760715327174,0.0,0.0,0.0,49.13190687092246,24.66093731573313,0.0,0.0,0.0,24.660938868827174,0.0,0.0,0.0,49.13190687092246,,,177.8,254.0,10.41,4.76,0.01306,0.0,AIR_STP_TABLE
apc_propellers_27x13E,apc_propellers_27x13E,Propeller,15.49,685.8,1.0,PER3_27x13E.dat,7.94,330.2,0.23201,772440.1329402408,8.982846111746893e-07,151497.36204882496,0.0,0.0,0.0,151497.37162791556,0.0,0.0,0.0,302172.6735596886,151483.4449231747,0.0,0.0,0.0,151483.45450226532,0.0,0.0,0.0,302172.6735596886,,,685.8,330.2,15.49,7.94,0.23201,0.0,AIR_STP_TABLE
apc_propellers_20x13E,apc_propellers_20x13E,Propeller,12.95,508.0,1.0,PER3_20x13E.dat,6.35,330.2,0.09802,426228.2672919033,1.7133127854654506e-08,727.8359690478112,0.0,0.0,0.0,727.836015032602,0.0,0.0,0.0,1450.6450389591091,723.7264192853112,0.0,0.0,0.0,723.7264652701019,0.0,0.0,0.0,1450.6450389591091,,,508.0,330.2,12.95,6.35,0.09802,0.0,AIR_STP_TABLE
apc_propellers_9x5,apc_propellers_9x5,Propeller,11.18,228.6,1.0,PER3_9x5.dat,6.35,127.0,0.02214,90275.42340739061,8.436424145785185e-09,12.804880834343768,0.0,0.0,0.0,12.804881633322191,0.0,0.0,0.0,25.28743326197257,12.113047900343767,0.0,0.0,0.0,12.11304869932219,0.0,0.0,0.0,25.28743326197257,,,228.6,127.0,11.18,6.35,0.02214,0.0,AIR_STP_TABLE
apc_propellers_24x12E,apc_propellers_24x12E,Propeller,14.48,609.6,1.0,PER3_24x12E.dat,7.94,304.8,0.16402000000000003,611720.0434282825,3.577238561333715e-07,35218.49972719139,0.0,0.0,0.0,35218.501953259125,0.0,0.0,0.0,70225.71678816972,35209.90219243939,0.0,0.0,0.0,35209.904418507125,0.0,0.0,0.0,70225.71678816972,,,609.6,304.8,14.48,7.94,0.16402000000000003,0.0,AIR_STP_TABLE
apc_propellers_13x13_5N,apc_propellers_13x13_5N,Propeller,14.73,330.2,1.0,PER3_13x135N.dat,7.94,342.9,0.05189,186815.75088015018,1.2280300513705158e-08,106.67732749692756,0.0,0.0,0.0,106.67733417730705,0.0,0.0,0.0,211.11532801205414,103.86264655167757,0.0,0.0,0.0,103.86265323205706,0.0,0.0,0.0,211.11532801205414,,,330.2,342.9,14.73,7.94,0.05189,0.0,AIR_STP_TABLE
apc_propellers_7_4x7_6C,apc_propellers_7_4x7_6C,Propeller,13.21,187.96,1.0,PER3_74x76C.dat,8.33,193.04,0.015880000000000002,63531.728443782835,1.2596645829677015e-08,10.463056658760491,0.0,0.0,0.0,10.463057290922341,0.0,0.0,0.0,20.39002230458518,9.770275381760491,0.0,0.0,0.0,9.770276013922341,0.0,0.0,0.0,20.39002230458518,,,187.96,193.04,13.21,8.33,0.015880000000000002,0.0,AIR_STP_TABLE
apc_propellers_14x13,apc_propellers_14x13,Propeller,15.75,355.6,1.0,PER3_14x13.dat,7.94,330.2,0.0689,216518.29299516635,1.8834299751290995e-07,2352.690459813837,0.0,0.0,0.0,2352.6906072390957,0.0,0.0,0.0,4656.6846841759025,2348.417583251337,0.0,0.0,0.0,2348.4177306765955,0.0,0.0,0.0,4656.6846841759025,,,355.6,330.2,15.75,7.94,0.0689,0.0,AIR_STP_TABLE
apc_propellers_18x10E,apc_propellers_18x10E,Propeller,12.45,457.2,1.0,PER3_18x10E.dat,6.35,254.0,0.07298,346413.8596887072,4.667953174008464e-08,1251.4238577581593,0.0,0.0,0.0,1251.4239367790333,0.0,0.0,0.0,2492.990407092152,1248.5958371456593,0.0,0.0,0.0,1248.5959161665332,0.0,0.0,0.0,2492.990407092152,,,457.2,254.0,12.45,6.35,0.07298,0.0,AIR_STP_TABLE
apc_propellers_13x5_5E,apc_propellers_13x5_5E,Propeller,10.16,330.2,1.0,PER3_13x55E.dat,6.35,139.7,0.03198,181945.9880569341,1.5649143291505634e-08,93.2500212539901,0.0,0.0,0.0,93.25002713248082,0.0,0.0,0.0,185.56342756171088,92.4247325819901,0.0,0.0,0.0,92.42473846048082,0.0,0.0,0.0,185.56342756171088,,,330.2,139.7,10.16,6.35,0.03198,0.0,AIR_STP_TABLE
apc_propellers_16x14,apc_propellers_16x14,Propeller,19.56,406.4,1.0,PER3_16x14.dat,7.94,355.6,0.10492,284796.20814433997,1.206371854700011e-07,3198.6395891014226,0.0,0.0,0.0,3198.63978927921,0.0,0.0,0.0,6319.237455347085,3188.6041589734227,0.0,0.0,0.0,3188.6043591512102,0.0,0.0,0.0,6319.237455347085,,,406.4,355.6,19.56,7.94,0.10492,0.0,AIR_STP_TABLE
apc_propellers_20x8W,apc_propellers_20x8W,Propeller,14.73,508.0,1.0,PER3_20x8W.dat,7.94,203.2,0.19305000000000003,429142.4185333901,7.611486506563219e-08,3681.6248845572604,0.0,0.0,0.0,3681.6251168802887,0.0,0.0,0.0,7330.387723795773,3671.15322997101,0.0,0.0,0.0,3671.1534622940385,0.0,0.0,0.0,7330.387723795773,,,508.0,203.2,14.73,7.94,0.19305000000000003,0.0,AIR_STP_TABLE
apc_propellers_8_75x7_0N,apc_propellers_8_75x7_0N,Propeller,14.73,222.25,1.0,PER3_875x70N.dat,6.35,177.8,0.028079999999999997,88104.86012931175,9.407693491298782e-09,16.98523006558081,0.0,0.0,0.0,16.98523111392913,0.0,0.0,0.0,33.19346498708133,15.462080307580813,0.0,0.0,0.0,15.462081355929133,0.0,0.0,0.0,33.19346498708133,,,222.25,177.8,14.73,6.35,0.028079999999999997,0.0,AIR_STP_TABLE
apc_propellers_13x4_7SFP,apc_propellers_13x4_7SFP,Propeller,7.62,330.2,-1.0,PER3_13x47SF.dat,6.35,119.38,0.02214,179260.43841771735,3.877538511895982e-08,172.91015041168,0.0,0.0,0.0,172.9101613359558,0.0,0.0,0.0,344.8412430796684,172.58876395768002,0.0,0.0,0.0,172.5887748819558,0.0,0.0,0.0,344.8412430796684,,,330.2,119.38,7.62,6.35,0.02214,0.0,AIR_STP_TABLE
apc_propellers_9x3N,apc_propellers_9x3N,Propeller,7.62,228.6,1.0,PER3_9x3N.dat,6.35,76.2,0.01501,87647.72619688975,2.3011362992816323e-08,23.64481248510864,0.0,0.0,0.0,23.644813970470114,0.0,0.0,0.0,47.011256026677536,23.426925824108643,0.0,0.0,0.0,23.426927309470116,0.0,0.0,0.0,47.011256026677536,,,228.6,76.2,7.62,6.35,0.01501,0.0,AIR_STP_TABLE
apc_propellers_9x6,apc_propellers_9x6,Propeller,11.94,228.6,1.0,PER3_9x6.dat,6.35,152.4,0.02214,90836.39247480092,7.084603426362126e-08,115.04372624157298,0.0,0.0,0.0,115.04373340720848,0.0,0.0,0.0,226.79026666874995,114.25463671557299,0.0,0.0,0.0,114.25464388120848,0.0,0.0,0.0,226.79026666874995,,,228.6,152.4,11.94,6.35,0.02214,0.0,AIR_STP_TABLE
apc_propellers_4_1x4_1E,apc_propellers_4_1x4_1E,Propeller,7.62,104.14,1.0,PER3_41x41E.dat,6.35,104.14,0.00313,19617.18005325964,6.3919432483401855e-09,0.2892042521858774,0.0,0.0,0.0,0.2892042686047003,0.0,0.0,0.0,0.562408746119523,0.2437688591858774,0.0,0.0,0.0,0.24376887560470026,0.0,0.0,0.0,0.562408746119523,,,104.14,104.14,7.62,6.35,0.00313,0.0,AIR_STP_TABLE
apc_propellers_8_8x8_9,apc_propellers_8_8x8_9,Propeller,15.24,223.52,1.0,PER3_88x89.dat,6.35,226.06,0.02608,89421.20237373098,4.0331587309776565e-07,771.779574741325,0.0,0.0,0.0,771.7796223171094,0.0,0.0,0.0,1506.2444102114805,770.265255189325,0.0,0.0,0.0,770.2653027651095,0.0,0.0,0.0,1506.2444102114805,,,223.52,226.06,15.24,6.35,0.02608,0.0,AIR_STP_TABLE
apc_propellers_11x8EP,apc_propellers_11x8EP,Propeller,10.41,279.4,-1.0,PER3_11x8E.dat,6.35,203.2,0.023,131905.0336556531,3.849203397697168e-08,120.75325591085073,0.0,0.0,0.0,120.7532634997118,0.0,0.0,0.0,239.73253380627074,120.13013933585071,0.0,0.0,0.0,120.1301469247118,0.0,0.0,0.0,239.73253380627074,,,279.4,203.2,10.41,6.35,0.023,0.0,AIR_STP_TABLE
apc_propellers_13x14,apc_propellers_13x14,Propeller,16.51,330.2,1.0,PER3_13x14.dat,7.94,355.6,0.066,188706.64156914531,1.0346057904508556e-07,1010.0642970896105,0.0,0.0,0.0,1010.0643601724696,0.0,0.0,0.0,1993.56317539561,1005.5667254396104,0.0,0.0,0.0,1005.5667885224696,0.0,0.0,0.0,1993.56317539561,,,330.2,355.6,16.51,7.94,0.066,0.0,AIR_STP_TABLE
apc_propellers_8x4_7SFP,apc_propellers_8x4_7SFP,Propeller,7.62,203.2,-1.0,PER3_8x47SF.dat,6.35,119.38,0.00708,69811.62293265779,5.010641741222739e-09,3.219248554811832,0.0,0.0,0.0,3.2192487563130587,0.0,0.0,0.0,6.390614463244193,3.116474566811832,0.0,0.0,0.0,3.1164747683130587,0.0,0.0,0.0,6.390614463244193,,,203.2,119.38,7.62,6.35,0.00708,0.0,AIR_STP_TABLE
apc_propellers_7_8x6,apc_propellers_7_8x6,Propeller,10.16,198.12,1.0,PER3_78x6.dat,6.35,152.4,0.01787,68119.21995247217,7.238633952148156e-08,56.39958308325161,0.0,0.0,0.0,56.39958658870202,0.0,0.0,0.0,111.24052676717972,55.93842271525161,0.0,0.0,0.0,55.93842622070202,0.0,0.0,0.0,111.24052676717972,,,198.12,152.4,10.16,6.35,0.01787,0.0,AIR_STP_TABLE
apc_propellers_10x6E,apc_propellers_10x6E,Propeller,9.91,254.0,1.0,PER3_10x6E.dat,6.35,152.4,0.02,109383.68162997086,6.391990798339187e-08,130.47394688404785,0.0,0.0,0.0,130.4739550721911,0.0,0.0,0.0,258.847745541338,129.98290638404782,0.0,0.0,0.0,129.98291457219108,0.0,0.0,0.0,258.847745541338,,,254.0,152.4,9.91,6.35,0.02,0.0,AIR_STP_TABLE
apc_propellers_13_5x13_5,apc_propellers_13_5x13_5,Propeller,15.49,342.9,1.0,PER3_135x135.dat,7.94,342.9,0.0669,201668.8691941386,1.33311209161619e-07,1416.6297790251335,0.0,0.0,0.0,1416.629867737855,0.0,0.0,0.0,2802.77216220194,1412.6167808526334,0.0,0.0,0.0,1412.6168695653548,0.0,0.0,0.0,2802.77216220194,,,342.9,342.9,15.49,7.94,0.0669,0.0,AIR_STP_TABLE
apc_propellers_14x7E,apc_propellers_14x7E,Propeller,11.18,355.6,1.0,PER3_14x7E.dat,6.35,177.8,0.03402,211278.7653449412,2.379528769296327e-08,209.90964147960864,0.0,0.0,0.0,209.9096547120632,0.0,0.0,0.0,417.6183978223331,208.84658111760862,0.0,0.0,0.0,208.84659435006319,0.0,0.0,0.0,417.6183978223331,,,355.6,177.8,11.18,6.35,0.03402,0.0,AIR_STP_TABLE
apc_propellers_7x6W,apc_propellers_7x6W,Propeller,10.41,177.8,1.0,PER3_7x6W.dat,4.76,152.4,0.01306,55592.18097857848,1.176593639361845e-08,6.1183825771254305,0.0,0.0,0.0,6.118382956998108,0.0,0.0,0.0,12.017217556659666,5.764560730625431,0.0,0.0,0.0,5.764561110498108,0.0,0.0,0.0,12.017217556659666,,,177.8,152.4,10.41,4.76,0.01306,0.0,AIR_STP_TABLE
apc_propellers_5_5x6_5E,apc_propellers_5_5x6_5E,Propeller,7.11,139.7,1.0,PER3_55x65E.dat,6.35,165.1,0.0039900000000000005,33854.74255668522,1.5448280671466794e-08,2.0818519414663372,0.0,0.0,0.0,2.0818520684935367,0.0,0.0,0.0,4.107082407385572,2.031426221716337,0.0,0.0,0.0,2.0314263487435364,0.0,0.0,0.0,4.107082407385572,,,139.7,165.1,7.11,6.35,0.0039900000000000005,0.0,AIR_STP_TABLE
apc_propellers_8x3_75,apc_propellers_8x3_75,Propeller,11.43,203.2,1.0,PER3_8x375.dat,6.35,95.25,0.01701,72319.82495419036,1.5640486227856786e-07,152.13225580496908,0.0,0.0,0.0,152.1322652396203,0.0,0.0,0.0,299.2201079083395,151.57668836771907,0.0,0.0,0.0,151.5766978023703,0.0,0.0,0.0,299.2201079083395,,,203.2,95.25,11.43,6.35,0.01701,0.0,AIR_STP_TABLE
apc_propellers_10x6,apc_propellers_10x6,Propeller,12.7,254.0,1.0,PER3_10x6.dat,6.35,152.4,0.02894,111665.66070611113,7.81518621806259e-08,205.4926975521842,0.0,0.0,0.0,205.49271038194877,0.0,0.0,0.0,405.5810384852354,204.3257644021842,0.0,0.0,0.0,204.32577723194876,0.0,0.0,0.0,405.5810384852354,,,254.0,152.4,12.7,6.35,0.02894,0.0,AIR_STP_TABLE
apc_propellers_16x10EP,apc_propellers_16x10EP,Propeller,12.19,406.4,-1.0,PER3_16x10E.dat,6.35,254.0,0.05198,275177.5708261382,8.082519452409838e-08,1325.603249237641,0.0,0.0,0.0,1325.6033328615817,0.0,0.0,0.0,2638.548793027363,1323.672242918141,0.0,0.0,0.0,1323.6723265420817,0.0,0.0,0.0,2638.548793027363,,,406.4,254.0,12.19,6.35,0.05198,0.0,AIR_STP_TABLE
apc_propellers_14x7,apc_propellers_14x7,Propeller,17.27,355.6,1.0,PER3_14x7.dat,7.94,177.8,0.07711,218254.27677696108,4.8777075663358413e-08,669.5010806041114,0.0,0.0,0.0,669.501122469002,0.0,0.0,0.0,1322.37579929898,663.7515103243613,0.0,0.0,0.0,663.7515521892519,0.0,0.0,0.0,1322.37579929898,,,355.6,177.8,17.27,7.94,0.07711,0.0,AIR_STP_TABLE
apc_propellers_4_5x4,apc_propellers_4_5x4,Propeller,7.62,114.3,1.0,PER3_45x4.dat,6.35,101.6,0.0039900000000000005,23346.547099417225,2.3274681575285987e-09,0.15210122845851168,0.0,0.0,0.0,0.15210123736623438,0.0,0.0,0.0,0.297179876737533,0.09418198945851164,0.0,0.0,0.0,0.09418199836623434,0.0,0.0,0.0,0.297179876737533,,,114.3,101.6,7.62,6.35,0.0039900000000000005,0.0,AIR_STP_TABLE
apc_propellers_8x4_1SF,apc_propellers_8x4_1SF,Propeller,4.06,203.2,1.0,PER3_8x41SF.dat,5.5,104.14,0.00449,67472.98130601921,5.760385060556645e-08,19.61394841775587,0.0,0.0,0.0,19.61394965498083,0.0,0.0,0.0,39.14461488174328,19.59544557675587,0.0,0.0,0.0,19.59544681398083,0.0,0.0,0.0,39.14461488174328,,,203.2,104.14,4.06,5.5,0.00449,0.0,AIR_STP_TABLE
apc_propellers_9x9E,apc_propellers_9x9E,Propeller,10.16,228.6,1.0,PER3_9x9E.dat,6.35,228.6,0.01801,89522.54386955047,1.3688904053339111e-07,188.40168320951526,0.0,0.0,0.0,188.40169499092414,0.0,0.0,0.0,372.8781433630835,187.93690994551525,0.0,0.0,0.0,187.93692172692414,0.0,0.0,0.0,372.8781433630835,,,228.6,228.6,10.16,6.35,0.01801,0.0,AIR_STP_TABLE
apc_propellers_10x3_8SFP,apc_propellers_10x3_8SFP,Propeller,7.87,254.0,-1.0,PER3_10x38SF.dat,6.35,96.52,0.01193,107715.13778935217,2.8631205581470247e-08,46.27383966769413,0.0,0.0,0.0,46.27384258035556,0.0,0.0,0.0,92.07653314455928,46.089112863444136,0.0,0.0,0.0,46.089115776105565,0.0,0.0,0.0,92.07653314455928,,,254.0,96.52,7.87,6.35,0.01193,0.0,AIR_STP_TABLE
apc_propellers_13x8,apc_propellers_13x8,Propeller,12.19,330.2,1.0,PER3_13x8.dat,6.35,203.2,0.049030000000000004,184092.3131622923,1.2302726381288302e-07,881.5101518824536,0.0,0.0,0.0,881.5102073305487,0.0,0.0,0.0,1750.3027756288566,879.6887351867035,0.0,0.0,0.0,879.6887906347987,0.0,0.0,0.0,1750.3027756288566,,,330.2,203.2,12.19,6.35,0.049030000000000004,0.0,AIR_STP_TABLE
apc_propellers_6_3x4,apc_propellers_6_3x4,Propeller,10.16,160.02,1.0,PER3_63x4.dat,4.76,101.6,0.01107,45446.393052484025,1.0608660166278166e-08,3.543652499445272,0.0,0.0,0.0,3.5436527184294544,0.0,0.0,0.0,6.938264695480234,3.257975651445272,0.0,0.0,0.0,3.2579758704294544,0.0,0.0,0.0,6.938264695480234,,,160.02,101.6,10.16,4.76,0.01107,0.0,AIR_STP_TABLE
apc_propellers_8x10,apc_propellers_8x10,Propeller,10.67,203.2,1.0,PER3_8x10.dat,6.35,254.0,0.019010000000000003,71819.50119136497,9.311817316523757e-08,84.37174497566635,0.0,0.0,0.0,84.37175021925044,0.0,0.0,0.0,166.3003492437317,83.83067807841635,0.0,0.0,0.0,83.83068332200045,0.0,0.0,0.0,166.3003492437317,,,203.2,254.0,10.67,6.35,0.019010000000000003,0.0,AIR_STP_TABLE
apc_propellers_8x4_7SF,apc_propellers_8x4_7SF,Propeller,7.62,203.2,1.0,PER3_8x47SF.dat,6.35,119.38,0.00708,69811.62293265779,2.0481222358542417e-08,13.15882253885261,0.0,0.0,0.0,13.158823362497891,0.0,0.0,0.0,26.12192261773663,13.05604855085261,0.0,0.0,0.0,13.056049374497892,0.0,0.0,0.0,26.12192261773663,,,203.2,119.38,7.62,6.35,0.00708,0.0,AIR_STP_TABLE
apc_propellers_11_5x6,apc_propellers_11_5x6,Propeller,13.97,292.1,1.0,PER3_115x6.dat,6.35,152.4,0.045090000000000005,147059.17812107137,1.826468969794966e-07,922.9288087190635,0.0,0.0,0.0,922.9288664611689,0.0,0.0,0.0,1823.6216088303936,920.7288574738135,0.0,0.0,0.0,920.728915215919,0.0,0.0,0.0,1823.6216088303936,,,292.1,152.4,13.97,6.35,0.045090000000000005,0.0,AIR_STP_TABLE
apc_propellers_21x12WE,apc_propellers_21x12WE,Propeller,14.48,533.4,1.0,PER3_21x12WE.dat,6.35,304.8,0.14714,471406.02684064937,1.5724854726829213e-07,9083.233168185447,0.0,0.0,0.0,9083.23374181426,0.0,0.0,0.0,18095.356133905996,9075.520442521447,0.0,0.0,0.0,9075.52101615026,0.0,0.0,0.0,18095.356133905996,,,533.4,304.8,14.48,6.35,0.14714,0.0,AIR_STP_TABLE
apc_propellers_4_5x4_1E,apc_propellers_4_5x4_1E,Propeller,7.11,114.3,1.0,PER3_45x41E.dat,6.35,104.14,0.0039900000000000005,23153.240191052868,1.233303556217101e-09,0.07497811553357422,0.0,0.0,0.0,0.07497811993777953,0.0,0.0,0.0,0.14693331040932553,0.024552395783574203,0.0,0.0,0.0,0.02455240018777951,0.0,0.0,0.0,0.14693331040932553,,,114.3,104.14,7.11,6.35,0.0039900000000000005,0.0,AIR_STP_TABLE
apc_propellers_5x4R-RH,apc_propellers_5x4R-RH,Propeller,7.11,127.0,1.0,PER3_5x4R-RH.dat,5.0,101.6,0.007980000000000001,28244.55158395212,1.0972192952875567e-07,10.128271617518497,0.0,0.0,0.0,10.12827224049684,0.0,0.0,0.0,19.924010955786613,10.027420178018497,0.0,0.0,0.0,10.02742080099684,0.0,0.0,0.0,19.924010955786613,,,127.0,101.6,7.11,5.0,0.007980000000000001,0.0,AIR_STP_TABLE
apc_propellers_20x15C,apc_propellers_20x15C,Propeller,21.34,508.0,1.0,PER3_20x15C.dat,7.94,381.0,0.15109,439856.3911369016,1.6801284164711695e-06,118312.02068813876,0.0,0.0,0.0,118312.02811759325,0.0,0.0,0.0,234418.35277995298,118294.81925783776,0.0,0.0,0.0,118294.82668729225,0.0,0.0,0.0,234418.35277995298,,,508.0,381.0,21.34,7.94,0.15109,0.0,AIR_STP_TABLE
apc_propellers_7x7E,apc_propellers_7x7E,Propeller,8.64,177.8,1.0,PER3_7x7E.dat,6.35,177.8,0.007980000000000001,54592.44435771758,1.8454287363993362e-09,0.7920191514620626,0.0,0.0,0.0,0.7920192005964071,0.0,0.0,0.0,1.5643619204031989,0.6430931994620626,0.0,0.0,0.0,0.6430932485964069,0.0,0.0,0.0,1.5643619204031989,,,177.8,177.8,8.64,6.35,0.007980000000000001,0.0,AIR_STP_TABLE
apc_propellers_17x12,apc_propellers_17x12,Propeller,19.81,431.8,1.0,PER3_17x12.dat,7.94,304.8,0.11993000000000001,320145.0913816743,5.597769315545643e-07,19135.781647543354,0.0,0.0,0.0,19135.78284665379,0.0,0.0,0.0,37846.861373683845,19124.015432175103,0.0,0.0,0.0,19124.01663128554,0.0,0.0,0.0,37846.861373683845,,,431.8,304.8,19.81,7.94,0.11993000000000001,0.0,AIR_STP_TABLE
apc_propellers_9x3_7SF,apc_propellers_9x3_7SF,Propeller,4.06,228.6,1.0,PER3_9x37SF.dat,5.5,93.98,0.0049900000000000005,85025.00919614294,1.7207103970454396e-09,0.9380760093918874,0.0,0.0,0.0,0.9380760686595735,0.0,0.0,0.0,1.8730029850273422,0.9175127183918873,0.0,0.0,0.0,0.9175127776595734,0.0,0.0,0.0,1.8730029850273422,,,228.6,93.98,4.06,5.5,0.0049900000000000005,0.0,AIR_STP_TABLE
apc_propellers_20x12,apc_propellers_20x12,Propeller,19.3,508.0,1.0,PER3_20x12.dat,7.94,304.8,0.1911,436549.8095769677,1.1474764684556817e-06,72955.06570627689,0.0,0.0,0.0,72955.07029530939,0.0,0.0,0.0,144795.74998638552,72937.26999652688,0.0,0.0,0.0,72937.27458555938,0.0,0.0,0.0,144795.74998638552,,,508.0,304.8,19.3,7.94,0.1911,0.0,AIR_STP_TABLE
apc_propellers_21x10W,apc_propellers_21x10W,Propeller,15.49,533.4,1.0,PER3_21x10W.dat,7.94,254.0,0.22512000000000001,473160.342600976,5.756328549177075e-08,3558.9955027925953,0.0,0.0,0.0,3558.9957273878376,0.0,0.0,0.0,7086.126647905634,3545.491673964595,0.0,0.0,0.0,3545.4918985598374,0.0,0.0,0.0,7086.126647905634,,,533.4,254.0,15.49,7.94,0.22512000000000001,0.0,AIR_STP_TABLE
apc_propellers_6x2,apc_propellers_6x2,Propeller,8.13,152.4,1.0,PER3_6x2.dat,4.76,50.8,0.007940000000000001,40461.39488285821,2.2944015279705027e-09,0.5014239900481161,0.0,0.0,0.0,0.5014240211967783,0.0,0.0,0.0,0.9878689105949466,0.3702216435481161,0.0,0.0,0.0,0.3702216746967783,0.0,0.0,0.0,0.9878689105949466,,,152.4,50.8,8.13,4.76,0.007940000000000001,0.0,AIR_STP_TABLE
apc_propellers_14x5_5MRP,apc_propellers_14x5_5MRP,Propeller,9.65,355.6,-1.0,PER3_14x55MR.dat,6.35,139.7,0.03007,209539.00316966194,2.0295835979196346e-07,1543.3092899474418,0.0,0.0,0.0,1543.3093873660462,0.0,0.0,0.0,3074.546864223279,1542.6092415536918,0.0,0.0,0.0,1542.6093389722962,0.0,0.0,0.0,3074.546864223279,,,355.6,139.7,9.65,6.35,0.03007,0.0,AIR_STP_TABLE
apc_propellers_17x10E,apc_propellers_17x10E,Propeller,12.45,431.8,1.0,PER3_17x10E.dat,6.35,254.0,0.064,309950.8703070376,6.680020319420034e-08,1425.5039937199342,0.0,0.0,0.0,1425.5040836852268,0.0,0.0,0.0,2838.425900004958,1423.023953719934,0.0,0.0,0.0,1423.0240436852266,0.0,0.0,0.0,2838.425900004958,,,431.8,254.0,12.45,6.35,0.064,0.0,AIR_STP_TABLE
apc_propellers_15x10,apc_propellers_15x10,Propeller,18.03,381.0,1.0,PER3_15x10.dat,7.94,254.0,0.08986,249950.0325103367,4.9298742033865324e-08,930.3693866184402,0.0,0.0,0.0,930.3694448523084,0.0,0.0,0.0,1838.7863845533577,923.0664441999403,0.0,0.0,0.0,923.0665024338085,0.0,0.0,0.0,1838.7863845533577,,,381.0,254.0,18.03,7.94,0.08986,0.0,AIR_STP_TABLE
apc_propellers_7x3,apc_propellers_7x3,Propeller,9.65,177.8,1.0,PER3_7x3.dat,4.76,76.2,0.01193,55156.29882090058,5.80622070090148e-09,2.7917895040895506,0.0,0.0,0.0,2.791789677862305,0.0,0.0,0.0,5.497276113775668,2.5140516478395503,0.0,0.0,0.0,2.5140518216123047,0.0,0.0,0.0,5.497276113775668,,,177.8,76.2,9.65,4.76,0.01193,0.0,AIR_STP_TABLE
